,MOVIES,RATING,PLOT,VOTES,RunTime,Gross,MOVIE ID,is_tv_movie,is_tv_special,is_tv_short,is_video_game
160,Dawson's Creek,6.6,Four friends in a small coastal town help each other cope with adolescence.,"38,117",60.0,,1684,0,0,0,0
161,It,7.3,"In the summer of 1989, a group of bullied kids band together to destroy a shape-shifting monster, which disguises itself as a clown and preys on the children of Derry, their small Maine town.","480,607",135.0,$327.48M,2970,0,0,0,0
162,Pretty Little Liars,7.4,"Four friends band together against an anonymous foe who threatens to reveal their darkest secrets, while also investigating the disappearance of their best friend.","155,875",44.0,,4493,0,0,0,0
163,Star Trek,8.3,"In the 23rd Century, Captain James T. Kirk and the crew of the U.S.S. Enterprise explore the galaxy and defend the United Federation of Planets.","76,213",50.0,,5201,0,0,0,0
164,Archer,8.6,Covert black ops and espionage take a back seat to zany personalities and relationships between secret agents and drones.,"141,784",22.0,,826,0,0,0,0
165,Spider-Man: Far from Home,7.5,"Following the events of Avengers: Endgame (2019), Spider-Man must step up to take on new threats in a world that has changed forever.","363,012",129.0,$390.53M,5155,0,0,0,0
166,Twin Peaks,8.8,An idiosyncratic FBI agent investigates the murder of a young woman in the even more idiosyncratic town of Twin Peaks.,"182,173",47.0,,6337,0,0,0,0
167,The Mitchells vs the Machines,7.7,"A quirky, dysfunctional family's road trip is upended when they find themselves in the middle of the robot apocalypse and suddenly become humanity's unlikeliest last hope.","69,482",113.0,,5854,0,0,0,0
168,The Bold Type,7.9,A glimpse into the outrageous lives and loves of those responsible for a global women's magazine.,"16,183",45.0,,5494,0,0,0,0
169,"Love, Death & Robots",8.5,"A collection of animated short stories that span various genres including science fiction, fantasy, horror and comedy.","120,364",15.0,,3608,0,0,0,0
170,Hostage House,3.7,"When an ambitious realtor and her daughter are held hostage during an open house, they must work together to outsmart their captors.",315,85.0,,2761,0,0,0,0
171,The Hobbit: An Unexpected Journey,7.8,"A reluctant Hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home, and the gold within it from the dragon Smaug.","774,632",169.0,$303.00M,5700,0,0,0,0
172,Clueless,6.8,"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other.","194,461",97.0,$56.63M,1480,0,0,0,0
173,Ray Donovan,8.3,"Ray Donovan, a professional ""fixer"" for the rich and famous in Los Angeles, can make anyone's problems disappear except those created by his own family.","79,618",60.0,,4578,0,0,0,0
174,Transformers: War for Cybertron,7.4,Animated series set in the world of battling Autobots and Decepticons.,"2,923",30.0,,6267,0,0,0,0
175,Baywatch,5.5,"Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit, as they uncover a criminal plot that threatens the future of the bay.","170,844",116.0,$58.06M,995,0,0,0,0
176,Trollhunters,8.4,"An ordinary boy finds a magic amulet that chooses him to be a Trollhunter, a guardian that defends the world of humans and the secret world of trolls.","14,759",23.0,,6300,0,0,0,0
177,Snowpiercer,6.9,"Seven years after the world has become a frozen wasteland, the remnants of humanity inhabit a perpetually-moving train that circles the globe, where class warfare, social injustice and the politics of survival play out.","39,433",60.0,,5093,0,0,0,0
178,Workin' Moms,7.7,"Four very different thirtysomething working-mother friends try to balance their jobs, family lives, and love lives in modern-day Toronto, Canada.","12,896",30.0,,6723,0,0,0,0
179,The Devil All the Time,7.1,Sinister characters converge around a young man devoted to protecting those he loves in a postwar backwoods town teeming with corruption and brutality.,"108,684",138.0,,5586,0,0,0,0
180,Broadchurch,8.4,"The murder of a young boy in a small coastal town brings a media frenzy, which threatens to tear the community apart.","100,611",48.0,,1251,0,0,0,0
181,Fast & Furious 7,7.1,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,"371,194",137.0,$353.01M,2133,0,0,0,0
182,L.A.'s Finest,6.0,"The spinoff series of Bad Boys films focuses on drug enforcement agent Sydney Burnett, now working for the Los Angeles Police Department.","5,667",60.0,,3319,0,0,0,0
183,Good on Paper,5.6,"After years of putting her career first, a stand-up comic meets a guy who seems perfect: smart, nice, successful and possibly too good to be true.","8,099",92.0,,2453,0,0,0,0
184,Iron Fist,6.5,A young man is bestowed with incredible martial arts skills and a mystical force known as the Iron Fist.,"118,859",55.0,,2949,0,0,0,0
185,Too Hot to Handle,4.6,"On the shores of paradise, gorgeous singles meet and mingle. But there's a twist. To win a $100,000 grand prize, they'll have to give up sex.","10,008",40.0,,6230,0,0,0,0
186,Haseen Dillruba,6.9,"Under investigation as a suspect in her husband's murder, a wife reveals details of their thorny marriage that seem to only further blur the truth.","18,149",135.0,,2598,0,0,0,0
187,Hannibal,8.5,Explores the early relationship between renowned psychiatrist Hannibal Lecter and a young FBI criminal profiler who is haunted by his ability to empathize with serial killers.,"236,161",44.0,,2572,0,0,0,0
188,Longmire,8.3,"Walt Longmire is the dedicated and unflappable sheriff of Absaroka County, Wyoming. Widowed only a year, he is a man in psychic repair but buries his pain behind his brave face, unassuming grin and dry wit.","30,685",60.0,,3557,0,0,0,0
189,Sicario,7.6,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,"387,903",121.0,$46.89M,5013,0,0,0,0
190,The Fall,8.1,A seemingly cold but very passionate policewoman goes head to head with a seemingly passionate father who is in fact a cold serial killer in this procedural out of Belfast. The only thing they share is their common complexity.,"89,590",60.0,,5626,0,0,0,0
191,The Irishman,7.8,Hitman Frank Sheeran looks back at the secrets he kept as a loyal member of the Bufalino crime family.,"345,455",209.0,$7.00M,5745,0,0,0,0
192,Jujutsu Kaisen,8.7,A boy swallows a cursed talisman - the finger of a demon - and becomes cursed himself. He enters a shaman's school to be able to locate the demon's other body parts and thus exorcise himself.,"25,386",24.0,,3124,0,0,0,0
193,The Lord of the Rings: The Return of the King,8.9,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.,"1,691,777",201.0,$377.85M,5817,0,0,0,0
194,Baby Driver,7.6,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.","468,655",113.0,$107.83M,920,0,0,0,0
195,Dynasty,7.3,Follows two of America's wealthiest families as they feud for control over their fortune and their children.,"16,666",42.0,,1923,0,0,0,0
196,Spider-Man,7.3,"When bitten by a genetically modified spider, a nerdy, shy, and awkward high school student gains spider-like abilities that he eventually must use to fight evil as a superhero after tragedy befalls his family.","709,684",121.0,$403.71M,5156,0,0,0,0
197,Jumanji: The Next Level,6.7,"In Jumanji: The Next Level, the gang is back but the game has changed. As they return to rescue one of their own, the players will have to brave parts unknown from arid deserts to snowy mountains, to escape the world's most dangerous game.","205,638",123.0,$316.83M,3128,0,0,0,0
198,I Care a Lot,6.3,A crooked legal guardian who drains the savings of her elderly wards meets her match when a woman she tries to swindle turns out to be more than she first appears.,"109,059",118.0,,2836,0,0,0,0
199,Love and Monsters,7.0,"Seven years after he survived the monster apocalypse, lovably hapless Joel leaves his cozy underground bunker behind on a quest to reunite with his ex.","100,693",109.0,,3602,0,0,0,0
200,Awake,4.8,"After a devastating global event wiped out all electronics and eliminated people's ability to sleep, a former soldier may have found a solution with her daughter.","16,262",96.0,,899,0,0,0,0
201,The Haunting of Hill House,8.6,"Flashing between past and present, a fractured family confronts haunting memories of their old home and the terrifying events that drove them from it.","195,117",572.0,,5693,0,0,0,0
202,Things Heard & Seen,5.3,"An artist relocates to the Hudson Valley and begins to suspect that her marriage has a sinister darkness, one that rivals her new home's history.","24,250",121.0,,6139,0,0,0,0
203,NCIS: Los Angeles,6.7,"The Naval Criminal Investigation Service's Office of Special Projects takes on the undercover work and the hard to crack cases in LA. Key agents are G. Callen and Sam Hanna, streets kids risen through the ranks.","49,943",43.0,,4048,0,0,0,0
204,Arrival,7.9,A linguist works with the military to communicate with alien lifeforms after twelve mysterious spacecraft appear around the world.,"623,912",116.0,$100.55M,842,0,0,0,0
205,Taxi Driver,8.2,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action by attempting to liberate a presidential campaign worker and an underage prostitute.","752,553",114.0,$28.26M,5382,0,0,0,0
206,Grease,7.2,"Good girl Sandy Olsson and greaser Danny Zuko fell in love over the summer. When they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance?","250,587",110.0,$188.76M,2481,0,0,0,0
207,El inocente,7.9,"An accidental killing leads a man down a dark hole of intrigue and murder. Just as he finds love and freedom, one phone call brings back the nightmare.","19,980",467.0,,1987,0,0,0,0
208,The Movies That Made Us,7.8,The histories of classic popular movies are examined.,"3,653",45.0,,5862,0,0,0,0
209,Ragnarok,7.5,A small Norwegian town experiencing warm winters and violent downpours seems to be headed for another Ragnarok -- unless someone intervenes in time.,"31,200",45.0,,4559,0,0,0,0
210,The King,7.2,"Hal, wayward prince and heir to the English throne, is crowned King Henry V after his tyrannical father dies. Now the young king must navigate palace politics, the war his father left behind, and the emotional strings of his past life.","97,848",140.0,,5773,0,0,0,0
211,Ginny & Georgia,7.5,"Ginny Miller, an angsty fifteen-year-old, often feels more mature than her thirty-year-old mother, the irresistible and dynamic Georgia Miller.","35,247",,,2392,0,0,0,0
212,Jupiter's Legacy,6.7,"The first generation of superheroes has kept the world safe for nearly a century. Now their children must live up to their legacy in an epic drama that spans decades and navigates the dynamics of family, power and loyalty.","31,953",56.0,,3133,0,0,0,0
213,Designated Survivor,7.5,A low-level Cabinet member becomes President of the United States after a catastrophic attack kills everyone above him in the line of succession.,"81,326",60.0,,1778,0,0,0,0
214,Sing 2,,Buster Moon and his friends must persuade reclusive rock star Clay Calloway to join them for the opening of a new show.,,,,5033,0,0,0,0
215,White Collar,8.2,"A white-collar criminal agrees to help the FBI catch other white-collar criminals using his expertise as an art and securities thief, counterfeiter, and conman.","122,230",40.0,,6667,0,0,0,0
216,The Dig,7.1,An archaeologist embarks on the historically important excavation of Sutton Hoo in 1938.,"60,598",112.0,,5592,0,0,0,0
217,Knives Out 2,,Plot unknown. Sequel to the 2019 film 'Knives Out'.,,,,3265,0,0,0,0
218,Dirty John,7.2,Anthology series in which each season is based on a true crime story featuring an epic tale of love gone wrong.,"18,088",44.0,,1818,0,0,0,0
219,The Old Guard,6.7,A covert team of immortal mercenaries is suddenly exposed and must now fight to keep their identity a secret just as an unexpected new member is discovered.,"141,605",125.0,,5888,0,0,0,0
220,Venom,6.7,"A failed reporter is bonded to an alien entity, one of many symbiotes who have invaded Earth. But the being takes a liking to Earth and decides to protect it.","390,167",112.0,$213.52M,6532,0,0,0,0
221,The Killing,8.2,"A police investigation, the saga of a grieving family, and a Seattle mayoral campaign all interlock after the body of 17-year-old Rosie Larsen is found in the trunk of a submerged car.","102,312",45.0,,5765,0,0,0,0
